candidate_id,skills,experience_years,education,location,salary_expectation
712,"Git,SQL,Scikit-learn,Python",6,PhD,Jerusalem,13968
713,"Spark,Scikit-learn,Pandas,Power BI,SQL",7,Bachelor,Remote,17847
714,"SQL,Pandas,Tableau,PyTorch,NumPy,Spark",7,Master,Tel Aviv,13142
715,"SQL,Excel,Docker",4,PhD,Tel Aviv,28308
716,"AWS,Spark,Python,Docker",10,PhD,Jerusalem,16967
717,"PyTorch,Excel,Python,Tableau,Power BI",7,PhD,Remote,14297
718,"Python,PyTorch,Docker,Power BI",1,Master,Jerusalem,21923
719,"Python,AWS,Git,SQL,TensorFlow,Tableau",5,High School,Remote,21501
720,"Pandas,Tableau,Python,PyTorch",10,Bachelor,Jerusalem,24782
721,"AWS,Docker,TensorFlow",7,High School,Remote,18208
722,"Python,NumPy,Spark,Excel",3,PhD,Remote,14064
723,"Power BI,Tableau,Spark,Python,AWS",5,High School,Jerusalem,13402
724,"SQL,NumPy,AWS,Docker,Tableau,Power BI",10,Bachelor,Haifa,14360
725,"Docker,Pandas,Power BI",10,High School,Remote,13500
726,"Docker,AWS,Pandas,Python",2,High School,Jerusalem,15188
727,"Excel,Pandas,Spark,SQL,AWS,Docker",7,Bachelor,Tel Aviv,18640
728,"TensorFlow,Git,Docker,AWS,PyTorch,Spark",1,Bachelor,Jerusalem,18987
729,"Excel,Pandas,TensorFlow",1,High School,Jerusalem,16628
730,"Pandas,Docker,TensorFlow,Tableau,Spark,Power BI",3,High School,Haifa,15275
731,"Git,Pandas,Python,Power BI,SQL,Docker",0,Bachelor,Tel Aviv,21297
732,"Docker,Git,Power BI,Pandas,NumPy,AWS",10,Master,Remote,25501
733,"Pandas,Excel,Docker,Python",9,Bachelor,Remote,14884
734,"TensorFlow,PyTorch,Python,Tableau,NumPy",3,High School,Tel Aviv,23858
735,"Power BI,Git,AWS,Docker",3,Master,Tel Aviv,18347
736,"Git,Pandas,AWS",7,PhD,Haifa,17235
737,"Python,AWS,TensorFlow",4,Bachelor,Remote,20237
738,"Excel,Git,Power BI,Python,SQL",0,Bachelor,Haifa,12952
739,"Tableau,SQL,Git,NumPy,Power BI,TensorFlow",6,Bachelor,Jerusalem,19538
740,"TensorFlow,NumPy,SQL",3,PhD,Haifa,24305
741,"SQL,Power BI,Excel,Git",0,PhD,Haifa,19083
742,"Pandas,PyTorch,TensorFlow,Spark,Power BI,NumPy",10,Master,Jerusalem,18626
743,"Pandas,Python,Docker,Excel,Git",4,Bachelor,Tel Aviv,27254
744,"PyTorch,Pandas,TensorFlow,NumPy,Scikit-learn,Git",10,Bachelor,Haifa,14833
745,"Spark,Tableau,Power BI,NumPy,Excel,Docker",7,Master,Tel Aviv,26028
746,"NumPy,TensorFlow,PyTorch,Excel",3,Bachelor,Tel Aviv,25689
747,"Python,Power BI,Docker",8,High School,Remote,29403
748,"Power BI,Git,Docker,SQL,Spark,Excel",3,High School,Tel Aviv,25324
749,"Pandas,TensorFlow,Scikit-learn,NumPy",10,High School,Tel Aviv,27721
750,"Pandas,Docker,Power BI,Excel,AWS",0,PhD,Remote,16542
751,"Pandas,Git,TensorFlow,AWS,Power BI,Python",10,High School,Remote,22908
752,"Scikit-learn,PyTorch,Spark",9,Bachelor,Tel Aviv,23000
753,"Tableau,AWS,TensorFlow",0,High School,Remote,23979
754,"Excel,Python,TensorFlow,Docker,Pandas,Tableau",1,Bachelor,Haifa,22974
755,"Tableau,SQL,AWS,Power BI",9,Bachelor,Haifa,22500
756,"Scikit-learn,Tableau,AWS,PyTorch,Spark",0,High School,Jerusalem,23312
757,"Power BI,Tableau,Git,SQL,Spark,Docker",10,Master,Remote,24063
758,"NumPy,Power BI,SQL",1,PhD,Haifa,21449
759,"SQL,Pandas,Scikit-learn",1,Bachelor,Remote,16931
760,"Tableau,AWS,Python,Scikit-learn",6,Bachelor,Remote,23360
761,"Power BI,Docker,AWS,Python,Scikit-learn,NumPy",1,High School,Haifa,29026
762,"PyTorch,Excel,TensorFlow,AWS,Docker",7,PhD,Remote,21964
763,"Git,Scikit-learn,Pandas,Spark",3,PhD,Jerusalem,21441
764,"Pandas,TensorFlow,Scikit-learn",7,Bachelor,Haifa,29541
765,"Pandas,Spark,Docker,AWS,Git",2,Bachelor,Tel Aviv,13348
766,"Excel,Pandas,Power BI,Scikit-learn,TensorFlow",2,Bachelor,Tel Aviv,22385
767,"Pandas,TensorFlow,Power BI,Tableau,Spark",8,Master,Tel Aviv,12816
768,"Power BI,Git,Pandas,Spark,TensorFlow,Docker",0,Master,Jerusalem,27529
769,"Git,Excel,AWS,Pandas,Spark",7,Master,Tel Aviv,27695
770,"Pandas,AWS,Tableau",1,Master,Tel Aviv,25160
771,"Power BI,TensorFlow,SQL,Git",0,Bachelor,Haifa,21107
772,"Python,SQL,Tableau,Power BI",10,High School,Remote,18371
773,"TensorFlow,Excel,Git,Tableau,Python,Spark",6,Bachelor,Remote,24112
774,"TensorFlow,Python,Scikit-learn,Spark,AWS,Docker",7,High School,Haifa,26556
775,"Git,Power BI,Scikit-learn,Pandas,PyTorch,Excel",2,High School,Haifa,18808
776,"Power BI,Tableau,TensorFlow,SQL,Excel",6,High School,Tel Aviv,25417
777,"PyTorch,Pandas,Tableau,Power BI,Excel",2,Bachelor,Haifa,24509
778,"Tableau,Power BI,Python,Scikit-learn,Excel",4,PhD,Remote,19357
779,"Git,Python,Pandas",4,Master,Remote,16069
780,"PyTorch,Pandas,Power BI,AWS,NumPy",0,High School,Jerusalem,28156
781,"Excel,Docker,TensorFlow",9,PhD,Remote,20451
782,"Docker,SQL,TensorFlow,Tableau,Excel,Python",4,Bachelor,Tel Aviv,16788
783,"Power BI,Docker,Pandas,TensorFlow,Git",0,Master,Jerusalem,25746
784,"Python,Scikit-learn,Git,Tableau,SQL",8,Bachelor,Haifa,15096
785,"Tableau,TensorFlow,Git,AWS",4,Master,Jerusalem,15140
786,"Spark,Pandas,Python,Git,Tableau",4,Master,Remote,25500
787,"Pandas,SQL,NumPy,Spark,Tableau",3,Bachelor,Tel Aviv,25675
788,"SQL,Spark,Pandas,Python,Power BI,TensorFlow",4,Master,Haifa,26481
789,"Pandas,Docker,Scikit-learn,Python,SQL",3,Bachelor,Haifa,19424
790,"Pandas,NumPy,Spark,SQL,PyTorch",1,High School,Tel Aviv,27868
791,"Python,NumPy,SQL,Spark,Tableau,AWS",7,High School,Jerusalem,13418
792,"Scikit-learn,AWS,Python",1,High School,Haifa,18554
793,"AWS,TensorFlow,Python,SQL",2,Master,Jerusalem,23540
794,"Spark,Tableau,Docker,Excel",3,High School,Tel Aviv,12458
795,"Docker,NumPy,Scikit-learn,Pandas",8,High School,Tel Aviv,19012
796,"TensorFlow,Docker,Excel,Pandas,Power BI,SQL",2,Master,Remote,25896
797,"Tableau,NumPy,PyTorch,SQL",5,High School,Remote,15614
798,"Power BI,Git,TensorFlow,Scikit-learn",8,High School,Tel Aviv,22751
799,"SQL,PyTorch,Scikit-learn,Power BI,Excel,Docker",10,PhD,Haifa,25345
800,"Spark,PyTorch,NumPy,SQL,Power BI",10,Master,Haifa,12418
801,"AWS,SQL,PyTorch,Power BI,Tableau,Git",1,Bachelor,Remote,25127
802,"Docker,Pandas,SQL",5,Bachelor,Jerusalem,18562
803,"SQL,NumPy,PyTorch,Power BI,Scikit-learn,Excel",10,PhD,Jerusalem,27591
804,"Power BI,Tableau,Scikit-learn,Pandas,Spark,SQL",1,Master,Remote,28294
805,"AWS,Pandas,Python,SQL",0,High School,Remote,12876
806,"PyTorch,Excel,AWS,TensorFlow",2,Master,Tel Aviv,14507
807,"Git,Power BI,NumPy,Scikit-learn,Spark,Excel",8,Master,Jerusalem,29712
808,"Git,Python,PyTorch",1,PhD,Remote,22307
809,"Power BI,Spark,Python,Docker,Pandas,Tableau",10,Master,Haifa,28104
810,"Pandas,Scikit-learn,Docker,PyTorch,Power BI,SQL",9,PhD,Remote,27594
811,"Tableau,Python,PyTorch,Scikit-learn",7,PhD,Jerusalem,21320
812,"Python,Spark,Excel,Git,Pandas",5,Master,Tel Aviv,23182
813,"SQL,PyTorch,TensorFlow,Docker,Git,AWS",0,Bachelor,Haifa,19688
814,"Excel,SQL,Docker,Git,Scikit-learn",1,Master,Haifa,12645
815,"Python,Power BI,AWS,PyTorch,Excel",8,PhD,Jerusalem,12668
816,"Excel,Python,TensorFlow,PyTorch,Spark,AWS",5,High School,Remote,15278
817,"TensorFlow,Power BI,Tableau,AWS",5,Bachelor,Jerusalem,23905
818,"NumPy,Power BI,AWS,SQL,Tableau,Spark",4,Master,Tel Aviv,21742
819,"Git,NumPy,Excel,SQL,Docker,AWS",9,Master,Jerusalem,14204
820,"PyTorch,NumPy,TensorFlow,SQL,Scikit-learn,Tableau",4,PhD,Jerusalem,18556
821,"PyTorch,Scikit-learn,Excel,Tableau,Power BI,AWS",2,High School,Haifa,28357
822,"AWS,Docker,Power BI,Scikit-learn",10,PhD,Tel Aviv,29113
823,"TensorFlow,Power BI,Pandas,NumPy",2,Master,Remote,25443
824,"Spark,SQL,AWS,NumPy,PyTorch",4,Master,Haifa,20403
825,"PyTorch,NumPy,SQL,Pandas",3,High School,Haifa,22175
826,"Power BI,Tableau,PyTorch,Docker,Python,NumPy",2,Master,Haifa,12954
827,"Git,Spark,Scikit-learn,AWS,Tableau",2,High School,Remote,12652
828,"Spark,SQL,TensorFlow",9,Master,Tel Aviv,25336
829,"AWS,Spark,SQL,PyTorch,Pandas",3,High School,Tel Aviv,29103
830,"Power BI,SQL,NumPy,Excel,Git",5,Master,Remote,19731
831,"NumPy,Pandas,SQL,Git,Spark,Scikit-learn",7,PhD,Jerusalem,13832
832,"Tableau,TensorFlow,Docker,SQL,Git,Spark",6,PhD,Haifa,21100
833,"TensorFlow,Power BI,Docker,Spark",4,High School,Tel Aviv,13791
834,"Scikit-learn,Tableau,PyTorch,Spark",10,Master,Tel Aviv,29527
835,"Spark,Power BI,PyTorch,Python",6,Master,Jerusalem,14957
836,"Scikit-learn,NumPy,Pandas,Power BI",10,Master,Remote,13110
837,"Spark,SQL,Power BI,Docker,PyTorch",5,PhD,Tel Aviv,17254
838,"Tableau,SQL,TensorFlow,PyTorch,Excel",8,Master,Remote,12896
839,"AWS,Spark,Pandas",10,PhD,Haifa,12100
840,"NumPy,AWS,Scikit-learn,TensorFlow,Excel,SQL",1,Bachelor,Haifa,28920
841,"Spark,Excel,AWS,PyTorch",5,PhD,Remote,16374
842,"Pandas,AWS,Excel,TensorFlow,Scikit-learn",3,High School,Remote,24045
843,"PyTorch,Spark,Excel,NumPy",0,High School,Haifa,14915
844,"NumPy,Scikit-learn,Docker,Pandas,Python,PyTorch",9,PhD,Jerusalem,16890
845,"TensorFlow,Pandas,Excel",1,High School,Remote,26867
846,"SQL,NumPy,Docker,Git,AWS,Scikit-learn",4,PhD,Remote,16266
847,"Spark,NumPy,Excel,Git,Scikit-learn,AWS",6,Bachelor,Remote,16782
848,"Scikit-learn,Spark,NumPy",9,PhD,Haifa,24112
849,"SQL,Python,Power BI,Pandas,TensorFlow,PyTorch",10,Bachelor,Remote,25870
850,"SQL,Spark,Tableau,Python,AWS",5,Bachelor,Remote,23609
851,"Python,Scikit-learn,Tableau",9,PhD,Jerusalem,24933
852,"Pandas,Tableau,Python,Excel,Spark",4,Bachelor,Remote,23114
853,"Pandas,SQL,TensorFlow,Tableau,PyTorch,Spark",4,High School,Jerusalem,13447
854,"Power BI,Scikit-learn,Docker,TensorFlow",6,Master,Jerusalem,20642
855,"PyTorch,Pandas,TensorFlow,Power BI,Git",8,PhD,Tel Aviv,18190
856,"Python,NumPy,Pandas,Spark",7,Master,Haifa,27307
857,"SQL,Power BI,Python,Git,TensorFlow,Tableau",7,PhD,Remote,15686
858,"SQL,TensorFlow,Spark,NumPy",4,Bachelor,Haifa,28670
859,"Excel,AWS,Spark,NumPy,Docker",0,Bachelor,Remote,14517
860,"Git,Power BI,AWS,SQL",5,High School,Jerusalem,15997
861,"TensorFlow,Excel,SQL,Spark,Pandas,Python",1,PhD,Remote,26878
862,"Excel,AWS,Python,TensorFlow,Docker",10,PhD,Jerusalem,16237
863,"Spark,Python,AWS,Scikit-learn",5,High School,Tel Aviv,29929
864,"SQL,PyTorch,Scikit-learn,Pandas,NumPy,Git",1,High School,Haifa,17339
865,"Git,PyTorch,Scikit-learn,AWS,Pandas,SQL",4,PhD,Remote,22161
866,"TensorFlow,AWS,SQL,Spark",8,Bachelor,Remote,26596
867,"Power BI,Scikit-learn,Excel,Docker,PyTorch,SQL",6,Master,Haifa,26224
868,"SQL,Python,Tableau,TensorFlow,Power BI,NumPy",10,Bachelor,Remote,29277
869,"Scikit-learn,Power BI,PyTorch",1,PhD,Jerusalem,16869
870,"AWS,Scikit-learn,NumPy,Tableau",6,Master,Tel Aviv,14507
871,"Tableau,SQL,Spark",6,PhD,Tel Aviv,27225
872,"TensorFlow,Scikit-learn,Excel,SQL,Tableau",0,High School,Remote,17883
873,"Spark,PyTorch,Python,SQL",6,Master,Jerusalem,26909
874,"Excel,Git,Scikit-learn,TensorFlow,Pandas,NumPy",2,High School,Jerusalem,15484
875,"Tableau,Python,Git,PyTorch,SQL,Docker",2,PhD,Remote,25274
876,"Scikit-learn,Excel,Git,TensorFlow,PyTorch,Spark",1,Bachelor,Haifa,12454
877,"SQL,Python,Docker,NumPy",0,Bachelor,Remote,16756
878,"PyTorch,AWS,Tableau,NumPy",1,Master,Remote,16855
879,"PyTorch,Python,SQL,Pandas,AWS,Power BI",7,PhD,Tel Aviv,26729
880,"NumPy,Scikit-learn,Excel,PyTorch",0,Master,Tel Aviv,15364
881,"PyTorch,Power BI,Docker,Excel,AWS,Tableau",4,High School,Remote,25096
882,"Tableau,Excel,Docker,Git,Power BI,NumPy",0,High School,Remote,22349
883,"Scikit-learn,AWS,PyTorch",7,High School,Remote,23362
884,"Docker,PyTorch,Python,Pandas,Scikit-learn,NumPy",7,Master,Remote,19605
885,"Excel,AWS,TensorFlow,Spark",10,PhD,Haifa,21613
886,"PyTorch,AWS,Git,TensorFlow,Power BI,Pandas",9,Bachelor,Jerusalem,14824
887,"Pandas,Spark,NumPy,Git,Excel,Power BI",1,PhD,Remote,21950
888,"NumPy,Tableau,Python,Docker",5,Master,Jerusalem,17197
889,"Spark,Tableau,Python,SQL",5,PhD,Tel Aviv,19428
890,"Tableau,NumPy,Power BI",4,Master,Jerusalem,13529
891,"Pandas,Docker,Tableau,Excel,SQL",0,PhD,Remote,15634
892,"Git,Excel,Spark",1,High School,Tel Aviv,17473
893,"Spark,NumPy,TensorFlow",2,Master,Remote,28577
894,"Docker,SQL,Pandas,AWS,TensorFlow,Excel",2,High School,Haifa,26388
895,"Git,Spark,Python,NumPy,Power BI,TensorFlow",4,Bachelor,Tel Aviv,20716
896,"Docker,Git,PyTorch,TensorFlow,NumPy",2,PhD,Haifa,16521
897,"PyTorch,Spark,Power BI,Tableau,TensorFlow,Python",7,Bachelor,Tel Aviv,28952
898,"SQL,TensorFlow,Git",6,Bachelor,Remote,14014
899,"Git,Python,AWS,Docker,Pandas,Spark",10,Master,Remote,25172
900,"Docker,Spark,TensorFlow,Git,Python",4,Bachelor,Remote,26620
901,"Tableau,Excel,Git,AWS",7,Master,Remote,18464
902,"SQL,Python,Tableau,TensorFlow,PyTorch",2,Master,Haifa,15041
903,"Tableau,TensorFlow,AWS,Pandas,Python",0,Master,Haifa,21959
904,"Tableau,SQL,Docker,Python,TensorFlow,Scikit-learn",10,Master,Tel Aviv,13564
905,"Power BI,Scikit-learn,Excel",0,PhD,Jerusalem,19736
906,"TensorFlow,Scikit-learn,Git,AWS",9,Bachelor,Remote,29028
907,"SQL,TensorFlow,Tableau,Excel",3,Master,Remote,15210
908,"Docker,PyTorch,Git,SQL",1,High School,Remote,16261
909,"NumPy,Power BI,SQL,TensorFlow,Tableau,PyTorch",9,PhD,Jerusalem,28345
910,"Power BI,Docker,Spark,PyTorch,Pandas,Excel",8,Bachelor,Remote,26998
911,"Docker,Tableau,Git,SQL",3,PhD,Remote,13068
912,"Tableau,TensorFlow,SQL,Excel",6,High School,Tel Aviv,24110
913,"Python,Tableau,Pandas,SQL,TensorFlow",4,Master,Jerusalem,21633
914,"Python,Git,Pandas,Docker,Excel,PyTorch",0,Master,Jerusalem,19064
915,"Spark,Docker,Power BI,Python",1,Master,Tel Aviv,13464
916,"Power BI,Excel,Scikit-learn,Git,Spark,TensorFlow",6,PhD,Haifa,16539
917,"Git,Power BI,AWS,Spark,Pandas,TensorFlow",1,PhD,Remote,19629
918,"TensorFlow,Tableau,Python,AWS,Power BI,Scikit-learn",10,High School,Haifa,12812
919,"Tableau,AWS,SQL,Git,Spark",1,Bachelor,Tel Aviv,29096
920,"Git,Power BI,Tableau,Python",1,Bachelor,Tel Aviv,21009
921,"NumPy,Docker,Excel,Power BI",1,Master,Remote,13474
922,"Spark,Python,TensorFlow,PyTorch,Pandas,AWS",0,Master,Remote,20427
923,"SQL,Spark,Tableau",2,Master,Haifa,17985
924,"Git,SQL,Pandas,Scikit-learn,PyTorch",10,Bachelor,Tel Aviv,22659
925,"Python,Docker,Spark,Scikit-learn",6,High School,Jerusalem,16668
926,"TensorFlow,Scikit-learn,PyTorch,SQL,Python,NumPy",3,Bachelor,Remote,28666
927,"SQL,Scikit-learn,Python,TensorFlow,Power BI,Tableau",6,High School,Remote,12947
928,"AWS,NumPy,Python,Scikit-learn,Tableau,SQL",3,Bachelor,Jerusalem,25328
929,"SQL,AWS,Tableau,NumPy,Pandas,TensorFlow",8,Bachelor,Haifa,29613
930,"Tableau,Power BI,Python,Docker,Git,Scikit-learn",10,Bachelor,Tel Aviv,13971
931,"Scikit-learn,Excel,Spark,AWS,PyTorch,TensorFlow",10,Bachelor,Jerusalem,13490
932,"Docker,Tableau,Excel,SQL",4,High School,Remote,16029
933,"Docker,Tableau,Scikit-learn,PyTorch",3,Master,Jerusalem,20564
934,"Scikit-learn,NumPy,AWS,TensorFlow,Docker,Git",7,Master,Tel Aviv,16381
935,"Excel,Power BI,Python",0,Bachelor,Remote,28022
936,"Tableau,SQL,AWS,Docker,Git,Spark",0,PhD,Tel Aviv,23566
937,"Spark,Excel,TensorFlow,PyTorch,Pandas,Python",1,PhD,Jerusalem,18323
938,"Python,NumPy,Docker,Spark,Scikit-learn,TensorFlow",3,High School,Jerusalem,19246
939,"Power BI,TensorFlow,Python,Scikit-learn",7,Bachelor,Tel Aviv,18425
940,"SQL,Scikit-learn,Excel,Tableau,Power BI,Pandas",8,Bachelor,Haifa,14141
941,"Docker,SQL,Pandas,Scikit-learn",9,Bachelor,Jerusalem,18286
942,"Docker,AWS,Tableau",9,Master,Remote,12064
943,"AWS,Spark,Git,Python,TensorFlow,PyTorch",6,Master,Tel Aviv,28983
944,"Power BI,TensorFlow,Tableau,Python,NumPy,AWS",4,PhD,Remote,22362
945,"PyTorch,NumPy,TensorFlow",1,High School,Haifa,25887
946,"NumPy,Spark,Pandas",5,Master,Tel Aviv,15169
947,"Power BI,PyTorch,Python",9,Master,Jerusalem,20098
948,"Power BI,NumPy,TensorFlow",0,Master,Haifa,14389
949,"Git,SQL,AWS,Power BI,Excel,Spark",1,High School,Tel Aviv,24366
950,"Spark,Docker,SQL,Pandas,Python",7,High School,Jerusalem,26150
951,"SQL,AWS,Python",8,High School,Jerusalem,24499
952,"SQL,Excel,PyTorch,NumPy,Git,Python",7,PhD,Remote,26028
953,"TensorFlow,AWS,Git",0,PhD,Jerusalem,18307
954,"SQL,Python,Excel",1,Bachelor,Haifa,28675
955,"TensorFlow,PyTorch,Power BI,Excel,Docker",2,Bachelor,Haifa,13444
956,"Pandas,Scikit-learn,Excel",6,Master,Jerusalem,29732
957,"Pandas,Power BI,Scikit-learn,Excel",5,Master,Jerusalem,12264
958,"Python,NumPy,Tableau,Docker",0,PhD,Jerusalem,18403
959,"AWS,NumPy,SQL,TensorFlow",3,PhD,Remote,22850
960,"Excel,Scikit-learn,PyTorch,TensorFlow,Pandas",1,PhD,Tel Aviv,28250
961,"Python,AWS,NumPy,Docker",7,Bachelor,Haifa,27753
962,"Git,Docker,PyTorch,NumPy,Spark",2,High School,Jerusalem,12324
963,"TensorFlow,Python,Tableau",1,Bachelor,Jerusalem,26431
964,"AWS,Excel,TensorFlow,Python",0,Bachelor,Haifa,21309
965,"NumPy,Scikit-learn,Docker,Pandas",5,Bachelor,Haifa,18422
966,"Pandas,Scikit-learn,SQL",0,Bachelor,Remote,15636
967,"NumPy,Scikit-learn,Power BI,Spark,TensorFlow",5,Bachelor,Remote,14142
968,"Pandas,Spark,NumPy",3,PhD,Jerusalem,22418
969,"AWS,NumPy,Python,Excel,Spark,Git",8,Master,Haifa,22737
970,"Python,AWS,Scikit-learn,Pandas",8,PhD,Haifa,14667
971,"Git,AWS,Excel,SQL,Pandas,Tableau",6,Master,Remote,29003
972,"Pandas,TensorFlow,Docker,Git,Tableau,Power BI",7,PhD,Jerusalem,25138
973,"NumPy,Spark,Git",7,Bachelor,Remote,19162
974,"PyTorch,Spark,Excel,Pandas,TensorFlow",4,High School,Haifa,14753
975,"Power BI,Tableau,TensorFlow,NumPy,Excel",0,PhD,Jerusalem,25962
976,"Power BI,PyTorch,Git,TensorFlow,Spark,AWS",4,PhD,Tel Aviv,17884
977,"NumPy,Scikit-learn,AWS,SQL,TensorFlow,Docker",4,High School,Jerusalem,19462
978,"SQL,Spark,TensorFlow",0,Bachelor,Jerusalem,18443
979,"Scikit-learn,Spark,Docker,AWS,Git",3,Bachelor,Jerusalem,12279
980,"Scikit-learn,TensorFlow,PyTorch,Docker,Excel",10,High School,Remote,28798
981,"Spark,PyTorch,NumPy,Docker",3,PhD,Haifa,28902
982,"Docker,Power BI,TensorFlow,SQL,Spark,NumPy",6,PhD,Haifa,26374
983,"Spark,Tableau,Python,TensorFlow,Pandas,Excel",4,High School,Remote,23621
984,"NumPy,PyTorch,Git,AWS,Docker",8,Master,Jerusalem,12761
985,"Pandas,Spark,TensorFlow",9,PhD,Remote,18691
986,"SQL,Tableau,PyTorch,NumPy,Power BI,Spark",5,PhD,Jerusalem,15055
987,"SQL,AWS,Tableau,Pandas",0,PhD,Tel Aviv,18117
988,"SQL,PyTorch,Scikit-learn,NumPy",3,Master,Tel Aviv,26898
989,"TensorFlow,Tableau,Python",2,Master,Remote,24815
990,"SQL,Pandas,Tableau,PyTorch",7,High School,Remote,18765
991,"Spark,NumPy,Scikit-learn,PyTorch",10,PhD,Haifa,22168
992,"Tableau,Docker,AWS,Power BI",4,Bachelor,Tel Aviv,16675
993,"SQL,PyTorch,Excel,NumPy,Tableau,TensorFlow",9,PhD,Remote,27161
994,"Docker,SQL,Scikit-learn",10,PhD,Jerusalem,21746
995,"Excel,Git,Pandas,PyTorch,NumPy,Docker",9,PhD,Remote,24604
996,"Docker,Excel,SQL,PyTorch",0,Bachelor,Haifa,20971
997,"AWS,SQL,Docker,NumPy,Power BI",6,High School,Jerusalem,14507
998,"Tableau,Git,TensorFlow",6,PhD,Haifa,20282
999,"Tableau,Python,Power BI,Git",1,PhD,Remote,23260
